Date Created,Duration,Date Digitized,Physical Format,Episode Number,Program Title,Series Title
2/28/1999,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
2/28/1999,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
3/13/1999,0:37:50,,Betacam SP,,WCHA Playoffs 1: Wisconsin vs. St. Cloud State 1st period,UW Men's hockey
3/13/1999,0:42:39,,Betacam SP,,WCHA Playoffs 1: Wisconsin vs. St. Cloud State 2nd period,UW Men's hockey
3/13/1999,0:45:00,,Betacam SP,,WCHA Playoffs 1: Wisconsin vs. St. Cloud State 3rd period,UW Men's hockey
3/13/1999,2:15:00,,VHS,,WCHA Playoffs 1: Wisconsin vs. St. Cloud State,UW Men's hockey
3/14/1999,0:42:16,,Betacam SP,,WCHA Playoffs 2: Wisconsin vs. St. Cloud State 1st period,UW Men's hockey
3/14/1999,0:43:22,,Betacam SP,,WCHA Playoffs 2: Wisconsin vs. St. Cloud State 2nd period,UW Men's hockey
3/14/1999,0:42:43,,Betacam SP,,WCHA Playoffs 2: Wisconsin vs. St. Cloud State 3rd period,UW Men's hockey
10/16/1999,0:45:00,,Betacam SP,,Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
10/16/1999,0:45:00,,Betacam SP,,Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
10/16/1999,0:45:00,,Betacam SP,,Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
10/16/1999,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
10/22/1999,0:41:54,,Betacam SP,,Wisconsin vs. Minnesota-Duluth 1st period,UW Men's hockey
10/22/1999,0:45:34,,Betacam SP,,Wisconsin vs. Minnesota-Duluth 2nd period,UW Men's hockey
10/22/1999,0:39:55,,Betacam SP,,Wisconsin vs. Minnesota-Duluth 3rd period,UW Men's hockey
10/22/1999,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
10/23/1999,0:40:06,,Betacam SP,,Wisconsin vs. Minnesota-Duluth 1st period,UW Men's hockey
2/10/2000,2:15:00,,VHS,,Wisconsin vs. St. Cloud,UW Men's hockey
2/11/2000,0:40:16,,Betacam SP,,Wisconsin vs. St. Cloud 1st period,UW Men's hockey
2/11/2000,0:46:32,,Betacam SP,,Wisconsin vs. St. Cloud 2nd period,UW Men's hockey
2/11/2000,0:44:04,,Betacam SP,,Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
2/11/2000,2:15:00,,VHS,,Wisconsin vs. St. Cloud,UW Men's hockey
3/3/2000,0:40:26,,Betacam SP,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
3/3/2000,0:41:30,,Betacam SP,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
3/3/2000,0:52:14,,Betacam SP,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
3/3/2000,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
1/7/2000,2:15:00,,VHS,,Wisconsin vs. St. Lawrence,UW Men's hockey
1/14/2000,0:41:15,,Betacam SP,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
1/14/2000,0:45:55,,Betacam SP,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
1/14/2000,0:47:15,,Betacam SP,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
1/14/2000,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
2/10/2000,0:40:38,,Betacam SP,,Wisconsin vs. St. Cloud 1st period,UW Men's hockey
2/10/2000,0:46:41,,Betacam SP,,Wisconsin vs. St. Cloud 2nd period,UW Men's hockey
2/10/2000,0:43:25,,Betacam SP,,Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
2/10/2000,2:15:00,,VHS,,Wisconsin vs. St. Cloud,UW Men's hockey
11/12/1999,0:41:45,,Betacam SP,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
11/12/1999,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
12/10/1999,0:34:49,,Betacam SP,,Wisconsin vs. Alaska Anchorage 1st period,UW Men's hockey
12/10/1999,0:39:56,,Betacam SP,,Wisconsin vs. Alaska Anchorage 2nd period,UW Men's hockey
12/10/1999,0:41:02,,Betacam SP,,Wisconsin vs. Alaska Anchorage 3rd period,UW Men's hockey
12/10/1999,2:15:00,,VHS,,Wisconsin vs. Alaska Anchorage,UW Men's hockey
1/7/2000,0:37:32,,Betacam SP,,Wisconsin vs. St. Lawrence 1st period,UW Men's hockey
1/7/2000,0:36:38,,Betacam SP,,Wisconsin vs. St. Lawrence 2nd period,UW Men's hockey
1/7/2000,0:40:10,,Betacam SP,,Wisconsin vs. St. Lawrence 3rd period,UW Men's hockey
10/23/1999,0:41:25,,Betacam SP,,Wisconsin vs. Minnesota-Duluth 2nd period,UW Men's hockey
10/23/1999,0:43:25,,Betacam SP,,Wisconsin vs. Minnesota-Duluth 3rd period,UW Men's hockey
10/23/1999,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
10/29/1999,0:38:04,,Betacam SP,,Wisconsin vs. Northeastern 1st period,UW Men's hockey
10/29/1999,0:35:26,,Betacam SP,,Wisconsin vs. Northeastern 2nd period,UW Men's hockey
10/29/1999,0:45:24,,Betacam SP,,Wisconsin vs. Northeastern 3rd period,UW Men's hockey
10/29/1999,2:15:00,,VHS,,Wisconsin vs. Northeastern,UW Men's hockey
11/12/1999,0:42:02,,Betacam SP,,Wisconsin vs. Minnesota 1st period,UW Men's hockey
11/12/1999,0:34:49,,Betacam SP,,Wisconsin vs. Minnesota 2nd period,UW Men's hockey
1/15/2000,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
11/10/2000,0:39:53,,Betacam SP,,Wisconsin vs. Alaska Anchorage 1st period,UW Men's hockey
11/10/2000,0:38:11,,Betacam SP,,Wisconsin vs. Alaska Anchorage 2nd period,UW Men's hockey
11/10/2000,0:44:00,,Betacam SP,,Wisconsin vs. Alaska Anchorage 3rd period,UW Men's hockey
11/10/2000,2:15:00,,VHS,,Wisconsin vs. Alaska Anchorage,UW Men's hockey
200-11-11,0:43:58,,Betacam SP,,Wisconsin vs. Alaska Anchorage 1st period,UW Men's hockey
200-11-11,0:41:23,,Betacam SP,,Wisconsin vs. Alaska Anchorage 2nd period,UW Men's hockey
200-11-11,0:41:21,,Betacam SP,,Wisconsin vs. Alaska Anchorage 3rd period,UW Men's hockey
11/11/2000,2:15:00,,VHS,,Wisconsin vs. Alaska Anchorage,UW Men's hockey
10/20/2000,0:45:00,,Betacam SP,,Wisconsin vs. MSU Mankato 3rd period,UW Men's hockey
10/20/2000,2:15:00,,VHS,,Wisconsin vs. MSU Mankato,UW Men's hockey
10/21/2000,0:45:00,,Betacam SP,,Wisconsin vs. MSU Mankato 1st period,UW Men's hockey
10/21/2000,0:45:00,,Betacam SP,,Wisconsin vs. MSU Mankato 2nd period,UW Men's hockey
10/21/2000,0:45:00,,Betacam SP,,Wisconsin vs. MSU Mankato 3rd period and overtime,UW Men's hockey
10/21/2000,2:15:00,,VHS,,Wisconsin vs. MSU Mankato,UW Men's hockey
1/15/2000,0:47:31,,Betacam SP,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
1/15/2000,0:43:40,,Betacam SP,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
1/15/2000,1:00:25,,Betacam SP,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
3/3/2000,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
3/4/2000,0:41:22,,Betacam SP,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
3/4/2000,0:38:40,,Betacam SP,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
3/4/2000,0:39:41,,Betacam SP,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
3/4/2000,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
3/4/2000,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
3/10/2000,0:44:01,,Betacam SP,,WCHA Playoffs 1: Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
3/10/2000,0:42:58,,Betacam SP,,WCHA Playoffs 1: Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
3/10/2000,0:43:25,,Betacam SP,,WCHA Playoffs 1: Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
3/10/2000,2:15:00,,VHS,,WCHA Playoffs 1: Wisconsin vs. Michigan Tech,UW Men's hockey
3/10/2000,2:15:00,,VHS,,WCHA Playoffs 1: Wisconsin vs. Michigan Tech,UW Men's hockey
3/11/2000,0:48:16,,Betacam SP,,WCHA Playoffs 2: Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
3/11/2000,0:40:23,,Betacam SP,,WCHA Playoffs 2: Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
3/11/2000,0:45:30,,Betacam SP,,WCHA Playoffs 2: Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
3/11/2000,2:15:00,,VHS,,WCHA Playoffs 2: Wisconsin vs. Michigan Tech,UW Men's hockey
3/11/2000,2:15:00,,VHS,,WCHA Playoffs 2: Wisconsin vs. Michigan Tech,UW Men's hockey
10/20/2000,0:45:00,,Betacam SP,,Wisconsin vs. MSU Mankato 1st period,UW Men's hockey
10/20/2000,0:45:00,,Betacam SP,,Wisconsin vs. MSU Mankato 2nd period,UW Men's hockey
2/16/2001,0:45:18,,Betacam SP,,Wisconsin vs. St. Cloud 1st period,UW Men's hockey
2/16/2001,0:37:53,,Betacam SP,,Wisconsin vs. St. Cloud 2nd period,UW Men's hockey
2/16/2001,0:44:52,,Betacam SP,,Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
2/16/2001,2:15:00,,VHS,,Wisconsin vs. St. Cloud,UW Men's hockey
2/16/2001,2:15:00,,VHS,,Wisconsin vs. St. Cloud,UW Men's hockey
2/17/2001,0:37:06,,Betacam SP,,Wisconsin vs. St. Cloud 1st period,UW Men's hockey
2/17/2001,0:47:12,,Betacam SP,,Wisconsin vs. St. Cloud 2nd period,UW Men's hockey
2/17/2001,0:38:12,,Betacam SP,,Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
2/17/2001,2:15:00,,VHS,,Wisconsin vs. St. Cloud,UW Men's hockey
11/18/2000,0:45:00,,Betacam SP,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
11/18/2000,0:45:00,,Betacam SP,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
11/18/2000,0:45:00,,Betacam SP,,Wisconsin vs. Colorado College 3rd period and overtime,UW Men's hockey
11/18/2000,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
11/18/2000,2:15:00,,VHS,,Wisconsin vs. BC and Wisconsin vs. CC,UW Men's hockey
11/26/2000,0:45:00,,Betacam SP,,Wisconsin vs. Michigan State 1st period,UW Men's hockey
11/26/2000,0:45:00,,Betacam SP,,Wisconsin vs. Michigan State 2nd period,UW Men's hockey
11/26/2000,0:45:00,,Betacam SP,,Wisconsin vs. Michigan State 3rd period,UW Men's hockey
11/26/2000,2:15:00,,VHS,,Wisconsin vs. Michigan State,UW Men's hockey
1/12/2001,0:45:58,,Betacam SP,,Wisconsin vs. Denver 1st period,UW Men's hockey
1/12/2001,0:45:49,,Betacam SP,,Wisconsin vs. Denver 2nd period,UW Men's hockey
1/12/2001,0:49:18,,Betacam SP,,Wisconsin vs. Denver 3rd period,UW Men's hockey
1/12/2001,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
1/12/2001,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
1/13/2001,0:45:00,,Betacam SP,,Wisconsin vs. Denver 1st period,UW Men's hockey
1/13/2001,0:45:00,,Betacam SP,,Wisconsin vs. Denver 2nd period,UW Men's hockey
1/13/2001,0:45:00,,Betacam SP,,Wisconsin vs. Denver 3rd period,UW Men's hockey
1/13/2001,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
1/13/2001,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
1/19/2001,0:40:16,,Betacam SP,,Wisconsin vs. Minnesota 1st period,UW Men's hockey
1/19/2001,0:42:56,,Betacam SP,,Wisconsin vs. Minnesota 2nd period,UW Men's hockey
1/19/2001,0:43:11,,Betacam SP,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
1/19/2001,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
1/19/2001,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
1/20/2001,0:45:00,,Betacam SP,,Wisconsin vs. Minnesota 1st period,UW Men's hockey
1/20/2001,0:45:00,,Betacam SP,,Wisconsin vs. Minnesota 2nd period,UW Men's hockey
1/20/2001,0:45:00,,Betacam SP,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
1/20/2001,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
2/14/1989,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
2/25/1989,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
10/16/1989,2:15:00,,VHS,,Wisconsin vs. St. Cloud State,UW Men's hockey
10/20/1989,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
10/21/1989,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
11/3/1989,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
11/4/1989,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
11/11/1989,2:15:00,,VHS,,Wisconsin vs. New Hampshire,UW Men's hockey
11/24/1989,2:15:00,,VHS,,Wisconsin vs. Minnesota Duluth,UW Men's hockey
11/25/1989,2:15:00,,VHS,,Wisconsin vs. Minnesota Duluth,UW Men's hockey
2/23/1990,0:45:00,,DVCPro,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
2/23/1990,0:45:00,,DVCPro,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
2/23/1990,0:45:00,,DVCPro,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
2/23/1990,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
3/23/1990,0:48:40,,DVCPro,,NCAA Quarter finals - Game 1: Wisconsin vs. Maine 1st period,UW Men's hockey
3/23/1990,0:57:33,,DVCPro,,NCAA Quarter finals - Game 1: Wisconsin vs. Maine 2nd period,UW Men's hockey
3/23/1990,0:45:00,,DVCPro,,NCAA Quarter finals - Game 1: Wisconsin vs. Maine 3rd period,UW Men's hockey
3/23/1990,2:35:00,,VHS,,NCAA Quarter finals - Game 1: Wisconsin vs. Maine,UW Men's hockey
3/24/1990,0:52:27,,DVCPro,,NCAA Quarter finals: Wisconsin vs. Maine 1st period,UW Men's hockey
3/4/1990,0:57:38,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
3/4/1990,0:21:00,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Michigan Tech Overtime,UW Men's hockey
3/4/1990,2:35:00,,VHS,,WCHA Playoffs: Wisconsin vs. Michigan Tech,UW Men's hockey
3/11/1990,0:45:00,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Northern Michigan 1st period,UW Men's hockey
3/11/1990,0:45:00,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Northern Michigan 2nd period,UW Men's hockey
3/11/1990,0:45:00,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Northern Michigan 3rd period,UW Men's hockey
3/11/1990,0:38:00,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Northern Michigan Overtime,UW Men's hockey
3/12/1990,0:45:00,,3/4 inch videotape,,WCHA Championship Game: Wisconsin vs. Minnesota 1st period,UW Men's hockey
3/12/1990,0:45:00,,3/4 inch videotape,,WCHA Championship Game: Wisconsin vs. Minnesota 2nd period,UW Men's hockey
3/12/1990,0:45:00,,3/4 inch videotape,,WCHA Championship Game: Wisconsin vs. Minnesota 3rd period,UW Men's hockey
12/8/1990,0:43:03,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
12/8/1990,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
12/9/1990,0:43:00,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
12/9/1990,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
12/13/1990,0:45:09,,3/4 inch videotape,,Wisconsin vs. Denver 3rd period,UW Men's hockey
12/14/1990,0:47:51,,3/4 inch videotape,,Wisconsin vs. Denver 3rd period,UW Men's hockey
2/24/1990,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
2/24/1990,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
2/24/1990,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 3rd period and overtime,UW Men's hockey
2/24/1990,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
1/20/1990,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
1/23/1990,2:15:00,,VHS,,Wisconsin vs. Illinios Chicago,UW Men's hockey
1/27/1990,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
2/9/1990,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
2/16/1990,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
3/30/1990,2:15:00,,VHS,,Wisconsin vs. Boston College,UW Men's hockey
10/12/1990,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
10/13/1990,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
10/20/1990,2:15:00,,VHS,,Wisconsin vs. Alaska Anchorage,UW Men's hockey
10/27/1990,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
11/9/1990,2:15:00,,VHS,,Wisconsin vs. St Cloud State,UW Men's hockey
11/10/1990,2:15:00,,VHS,,Wisconsin vs. St Cloud State,UW Men's hockey
11/12/1990,2:15:00,,VHS,,Wisconsin vs. AK Fairbanks,UW Men's hockey
11/23/1990,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
11/24/1990,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
12/13/1990,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
12/14/1990,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
1/2/1990,2:15:00,,VHS,,Wisconsin vs. AK Fairbanks,UW Men's hockey
1/19/1990,2:15:00,,VHS,,Wisconsin vs. Michigan,UW Men's hockey
10/19/1990,2:15:00,,VHS,,Wisconsin vs. Alaska Anchorage,UW Men's hockey
1/4/1991,0:44:33,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 3rd period,UW Men's hockey
1/4/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
1/5/1991,0:40:50,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 3rd period,UW Men's hockey
1/5/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
2/5/1991,0:42:15,,3/4 inch videotape,,Wisconsin vs. Alaska-Fairbanks 3rd period,UW Men's hockey
2/5/1991,2:15:00,,VHS,,Wisconsin vs. Alaska-Fairbanks,UW Men's hockey
2/5/1991,2:15:00,,VHS,,Wisconsin vs. Alaska-Fairbanks,UW Men's hockey
3/15/1992,0:10:14,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. St. Cloud Overtime,UW Men's hockey
4/4/1992,0:45:00,,3/4 inch videotape,,NCAA Finals: Wisconsin vs. Lake Superior State 3rd period,UW Men's hockey
4/4/1992,2:15:00,,VHS,,NCAA Finals: Wisconsin vs. Lake Superior State,UW Men's hockey
10/23/1992,0:42:20,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 1st period,UW Men's hockey
10/23/1992,0:43:03,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 2nd period,UW Men's hockey
10/23/1992,0:49:30,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 3rd period,UW Men's hockey
10/23/1992,2:15:00,,VHS,,Wisconsin vs. St. Cloud State,UW Men's hockey
10/24/1992,0:47:37,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 1st period,UW Men's hockey
10/24/1992,0:35:26,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 2nd period,UW Men's hockey
1/26/1990,0:46:46,,3/4 inch videotape,,Wisconsin vs. Denver 2nd period,UW Men's hockey
1/26/1990,0:52:00,,3/4 inch videotape,,Wisconsin vs. Denver 3rd period,UW Men's hockey
1/26/1990,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
3/3/1990,0:49:28,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
3/3/1990,0:55:30,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
3/3/1990,0:53:00,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
3/3/1990,2:45:00,,VHS,,WCHA Playoffs: Wisconsin vs. Michigan Tech,UW Men's hockey
3/4/1990,0:45:00,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
3/4/1990,0:38:34,,3/4 inch videotape,,WCHA Playoffs: Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
3/10/1991,0:51:51,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
11/9/1991,0:43:45,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
1/25/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
1/26/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
2/2/1991,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
2/8/1991,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
2/9/1991,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
2/22/1991,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
2/23/1991,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
3/2/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota Duluth,UW Men's hockey
3/3/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota Duluth,UW Men's hockey
3/10/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
11/1/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota Duluth,UW Men's hockey
11/2/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota Duluth,UW Men's hockey
11/8/1991,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
11/9/1991,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
11/16/1991,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
11/29/1991,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
11/30/1991,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
12/6/1991,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
12/7/1991,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
3/7/1992,0:47:49,,3/4 inch videotape,,Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
3/8/1992,0:46:10,,3/4 inch videotape,,Wisconsin vs. St. Cloud 1st period,UW Men's hockey
3/8/1992,0:42:59,,3/4 inch videotape,,Wisconsin vs. St. Cloud 2nd period,UW Men's hockey
3/14/1992,0:48:08,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
3/14/1992,2:15:00,,VHS,,WCHA Playoffs 2: Wisconsin vs. St. Cloud,UW Men's hockey
3/15/1992,0:47:48,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. St. Cloud 1st period,UW Men's hockey
3/15/1992,0:42:15,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. St. Cloud 2nd period,UW Men's hockey
3/15/1992,0:43:11,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
1/19/1992,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
1/31/1992,2:15:00,,VHS,,Wisconsin vs. Minnesota Duluth,UW Men's hockey
2/7/1992,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
2/8/1992,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
2/28/1992,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
2/29/1992,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
1/22/1993,0:45:00,,3/4 inch videotape,,Wisconsin vs. Denver 1st period,UW Men's hockey
1/22/1993,0:45:00,,3/4 inch videotape,,Wisconsin vs. Denver 2nd period,UW Men's hockey
1/22/1993,0:45:00,,3/4 inch videotape,,Wisconsin vs. Denver 3rd period,UW Men's hockey
1/23/1993,0:40:35,,3/4 inch videotape,,Wisconsin vs. Denver 1st period,UW Men's hockey
1/23/1993,0:38:38,,3/4 inch videotape,,Wisconsin vs. Denver 2nd period,UW Men's hockey
1/23/1993,0:50:00,,3/4 inch videotape,,Wisconsin vs. Denver 3rd period,UW Men's hockey
2/5/1993,0:41:49,,3/4 inch videotape,,Wisconsin vs. UM Duluth 1st period,UW Men's hockey
2/5/1993,0:41:50,,3/4 inch videotape,,Wisconsin vs. UM Duluth 2nd period,UW Men's hockey
2/5/1993,0:44:25,,3/4 inch videotape,,Wisconsin vs. UM Duluth 3rd period,UW Men's hockey
2/5/1993,2:15:00,,VHS,,Wisconsin vs. UM Duluth,UW Men's hockey
2/6/1993,0:46:24,,3/4 inch videotape,,Wisconsin vs. UM Duluth 2nd period,UW Men's hockey
2/6/1993,2:43:40,,3/4 inch videotape,,Wisconsin vs. UM Duluth 3rd period,UW Men's hockey
2/6/1993,2:15:00,,VHS,,Wisconsin vs. UM Duluth,UW Men's hockey
10/24/1992,0:45:13,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 3rd period,UW Men's hockey
10/24/1992,2:15:00,,VHS,,Wisconsin vs. St. Cloud State,UW Men's hockey
10/31/1992,0:35:51,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 2nd period,UW Men's hockey
10/31/1992,0:42:44,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 3rd period,UW Men's hockey
10/31/1992,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
11/1/1992,0:43:22,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 1st period,UW Men's hockey
11/1/1992,0:38:58,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 2nd period,UW Men's hockey
11/1/1992,0:42:20,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 3rd period,UW Men's hockey
11/1/1992,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
11/20/1992,0:37:35,,3/4 inch videotape,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
11/20/1992,0:39:01,,3/4 inch videotape,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
11/20/1992,0:46:39,,3/4 inch videotape,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
11/20/1992,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
